Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2016","2016","kg/ha","7878.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2016","2016","t","512975","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2017","2017","ha","66679","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2017","2017","kg/ha","6672.6","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2017","2017","t","444922","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2018","2018","ha","65910","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2018","2018","kg/ha","12593.8","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2018","2018","t","830060","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2019","2019","ha","65580","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2019","2019","kg/ha","10562.2","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2019","2019","t","692670","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2020","2020","ha","67010","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2020","2020","kg/ha","11310","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2020","2020","t","757880","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2021","2021","ha","66730","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2021","2021","kg/ha","12096.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2021","2021","t","807170","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2022","2022","ha","66710","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2022","2022","kg/ha","9979.5","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2022","2022","t","665730","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2023","2023","ha","67740","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2023","2023","kg/ha","9523","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2023","2023","t","645090","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5312","Area harvested","01346","Plums and sloes","2024","2024","ha","66840","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5412","Yield","01346","Plums and sloes","2024","2024","kg/ha","9015.1","A","Official figure",""
"QCL","Crops and livestock products","642","Romania","5510","Production","01346","Plums and sloes","2024","2024","t","602570","A","Official figure",""
